Paper ID	Publication Year	Author	Title	Journal / Secondary Title	DOI	Abstract	Volume	Issue	Pages	Multiple Studies? (LocatioNos/Proxies)	Study ID	Language	Country	Name of Site	LatDD	LonDD	Type of Archive	Proxy	Proxy interpretation	Cross Cutting Lens	Preparation of sample method	Unit of Proxy	Evidence of Agriculture	Stratigraphic	Radiocarbon	OSL	Pb210	Cs137	U_Th	Dendrochro	Tephra	Material_Dated	Oldest Date (C.E)	Newest Date (C.E)	Top and bottom of sequence dated?	Is the record continuous?	Calibration data set	Hard Water Error?	Other Chronology Notes	Depositional archive plotted against depth or time?	Raw data available	Average Annual Rainfall (mm)	Wettest Month (mm)	Wettest Quarter (mm)	Dryest Month (mm)	Driest Quarter (mm)	Coefficient of Variance	DEM 30m	ECO_NAME	BIOME_NAME
Hodell1995_81	1995	"Hodell, D. A.; Curtis, J. H.; Brenner, M."	Possible role of climate in the collapse of Classic Maya civilization	Nature		"THE Maya civilization developed around 3,000 years ago in Mesoamerica, and after flourishing during the so-called Classic period, it collapsed around 750-900 AD1. It has been specula ted2-6 that climate change may have played a part in this collapse. But efforts to reconstruct the last three millennia of Mesoamerican climate using palynological methods have met with equivocal success, because human-mediated deforestation has altered regional vegetation in ways that mimic climate shifts, making it difficult to discriminate between natural and anthropogenic changes7-15. Here we use temporal variations in oxygen isotope and sediment composition in a 4.9-m sediment core from Lake Chichancanab, Mexico, to reconstruct a continuous record of Holocene climate change for the central Yucatan peninsula. The interval between 1,300 and 1,100 yr BP (AD 800-1,000) was the driest of the middle to late Holocene epoch, and coincided with the collapse of Classic Maya civilization. This continuous climate proxy record thus provides evidence of climate deterioration in the Maya region during the terminal Classic period. \textcopyright 1995 Nature Publishing Group."	375	6530	391-394	Yes	Hodell1995_81.i	English	Mexico	Lago Chichancanab	19.833333	-88.75	Lake Sediment Core	Inorganic Carbon	Climate;Precipitation	Water	"NR, LOI"	‰	No	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	Bottom	Not Reported	Not Reported	Yes		Time	No	1264	1264	553	31	108	6202	42	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
Hodell1995_81	1995	"Hodell, D. A.; Curtis, J. H.; Brenner, M."	Possible role of climate in the collapse of Classic Maya civilization	Nature		"THE Maya civilization developed around 3,000 years ago in Mesoamerica, and after flourishing during the so-called Classic period, it collapsed around 750-900 AD1. It has been specula ted2-6 that climate change may have played a part in this collapse. But efforts to reconstruct the last three millennia of Mesoamerican climate using palynological methods have met with equivocal success, because human-mediated deforestation has altered regional vegetation in ways that mimic climate shifts, making it difficult to discriminate between natural and anthropogenic changes7-15. Here we use temporal variations in oxygen isotope and sediment composition in a 4.9-m sediment core from Lake Chichancanab, Mexico, to reconstruct a continuous record of Holocene climate change for the central Yucatan peninsula. The interval between 1,300 and 1,100 yr BP (AD 800-1,000) was the driest of the middle to late Holocene epoch, and coincided with the collapse of Classic Maya civilization. This continuous climate proxy record thus provides evidence of climate deterioration in the Maya region during the terminal Classic period. \textcopyright 1995 Nature Publishing Group."	375	6530	391-394	Yes	Hodell1995_81.ii	English	Mexico	Lago Chichancanab	19.833333	-88.75	Lake Sediment Core	δ18O	Climate;Precipitation	Water	Not Reported	‰	No	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	Bottom	Not Reported	Not Reported	Yes		Time	No	1264	1264	553	31	108	6202	42	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
Hodell1995_81	1995	"Hodell, D. A.; Curtis, J. H.; Brenner, M."	Possible role of climate in the collapse of Classic Maya civilization	Nature		"THE Maya civilization developed around 3,000 years ago in Mesoamerica, and after flourishing during the so-called Classic period, it collapsed around 750-900 AD1. It has been specula ted2-6 that climate change may have played a part in this collapse. But efforts to reconstruct the last three millennia of Mesoamerican climate using palynological methods have met with equivocal success, because human-mediated deforestation has altered regional vegetation in ways that mimic climate shifts, making it difficult to discriminate between natural and anthropogenic changes7-15. Here we use temporal variations in oxygen isotope and sediment composition in a 4.9-m sediment core from Lake Chichancanab, Mexico, to reconstruct a continuous record of Holocene climate change for the central Yucatan peninsula. The interval between 1,300 and 1,100 yr BP (AD 800-1,000) was the driest of the middle to late Holocene epoch, and coincided with the collapse of Classic Maya civilization. This continuous climate proxy record thus provides evidence of climate deterioration in the Maya region during the terminal Classic period. \textcopyright 1995 Nature Publishing Group."	375	6530	391-394	Yes	Hodell1995_81.iii	English	Mexico	Lago Chichancanab	19.833333	-88.75	Lake Sediment Core	δ18O	Climate;Precipitation	Water	Not Reported	‰	No	1	14							"See, Charcoal, Landsnail, pyrgophorus, Bivalves, Mixed Gastropods"	-8050	1950	Bottom	Not Reported	Not Reported	Yes		Time	No	1264	1264	553	31	108	6202	42	Yucatán moist forests	Tropical & Subtropical Moist Broadleaf Forests
Ridley2015_152	2015	"Ridley, H. E.; Asmerom, Y.; Baldini, J. U. L.; Breitenbach, S. F. M.; Aquino, V. V.; Prufer, K. M.; Culleton, B. J.; Polyak, V.; Lechleitner, F. A.; Kennett, D. J.; Zhang, M.; Marwan, N.; Macpherson, C. G.; Baldini, L. M.; Xiao, T.; Peterkin, J. L.; Awe, J.; Haug, G. H."	Aerosol forcing of the position of the intertropical convergence zone since AD 1550	Nature Geoscience	10.1038/NGEO2353	The position of the intertropical convergence zone is an important	8	3	195-200	No	Ridley2015_152	English	Belize	Yok Balum	16.20855	-89.07345	Speleothem	δ13C	Climate;Precipitation	Water	MAT 253 Isotope-Ratio Mass Spectrometer with a Gasbench II	VPDB ‰	No						18				1550	2006	Top and Bottom	Yes	Not Applicable	Not Applicable		Time	Yes	3284	3284	1631	70	253	6997	319	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.i	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	Pollen	Vegetation;Land Use Change	Forests;Land Use Change	"Faegri and Iverson, 1989"	%	Agricultural Taxa;Weedy/Disturbance Taxa;Decrease in Arboreal Taxa		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.ii	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	Charcoal (Macroscopic)	Fire;Agriculture	Forests;Land Use Change	NaPO3	cm-2 yr-1	Burning		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Depth|Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.iii	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	Inorganic Carbon	Catchment Erosion;Climate	Land Use Change	"1000 ◦C, LOI"	%	No		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Depth|Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.iv	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	Magnetic Susceptibility	Catchment Erosion	Land Use Change	Bartington MS2C Sensor	k	No		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Depth|Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.v	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	δ13C	Catchment Erosion;Climate	Forests;Land Use Change	2 N solution of HCl	VPDB ‰	Increase in C4 Taxa		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Depth|Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Wahl2013_192	2013	"Wahl, D.; Estrada-Belli, F.; Anderson, L."	A 3400 year paleolimnological record of prehispanic human-environment interactions in the Holmul region of the southern Maya lowlands	Palaeogeography Palaeoclimatology Palaeoecology	10.1016/j.palaeo.2013.03.006	"The timing, magnitude and drivers of late Holocene environmental change"	379		17-31	Yes	Wahl2013_192.vi	English	Guatemala	Laguna Yaloch	17.309722	-89.174722	Lake Sediment Core	Organic Matter	Catchment Erosion;Climate	Land Use Change	"550 ◦C, LOI"	%	No		10							Not Reported	-1400	1950	Top and Bottom	Not Reported	INTCAL09	No		Depth|Time	No	1603	1603	622	39	134	5295	114	Petén-Veracruz moist forests	Tropical & Subtropical Moist Broadleaf Forests
Islebe1995_91	1995	"Islebe, G. A.; Hooghiemstra, H.; van der Borg, K."	A cooling event during the Younger Dryas Chron in Costa Rica	"Palaeogeography, Palaeoclimatology, Palaeoecology"	10.1016/0031-0182(95)00124-5	"A fossil pollen record from the Costa Rican Cordillera de Talamanca presents the first AMS radiocarbon-dated evidence of a temperature decrease during the Younger Dryas Chron. This cooling event is named La Chonta stadial after the bog at 2310 m altitude, located at the actual lower to upper montane forest boundary. High-resolution pollen analysis revealed that between 11,070±130 (AMS 14C age) and 10,400 yr B.P. (interpolated age) vegetation comparable to present-day subalpine forest occurred about 300-400 m lower than in the previous warmer interval, and 600 to 700 m lower than at present time. The radiocarbon dates are close to the earlier estimated ages of 11,080-10,500 yr B.P. for this interval, based on interpolation and pollen concentration rates (Hooghiemstra et al., 1992). The downslope shift of the upper forest line indicates an estimated temperature drop of 2-3°C during the La Chonta stadial. The local vegetation development is indicative of a drier climate. From 10,400 to 9800±120 yr B.P. (AMS 14C age) subalpine rain forest was replaced by upper montane forest, a transitional period to Holocene environmental conditions. \textcopyright 1995."	117	43862	73-80	No	Islebe1995_91	English	Costa Rica	La Chonta	9.683333	-83.95	Lake Sediment Core	Pollen	Temperature;Vegetation	Forests;Water	Not Reported	%	No		2							Not Reported	-9120	-7850	Top	Yes	Not Reported	Not Reported	"These datesreveal a temporal resolution of 55 years in pollenzones 5 and 6, using a linear accumulation rate."	Depth	No	2384	2384	1211	13	51	8299	2279	Costa Rican seasonal moist forests	Tropical & Subtropical Moist Broadleaf Forests
Phillips1997_143	1997	"Phillips, S.; Rouse, G. E.; Bustin, R. M."	"Vegetation zones and diagnostic pollen profiles of a coastal peat swamp, Bocas del Toro, Panama."	"Palaeogeography, Palaeoclimatology, Palaeoecology"	10.1016/S0031-0182(97)81129-7	"A survey of the dominant vegetative cover of a large domed coastal swamp near Changuinola in the Province of Bocas del Toro, Panama, has been undertaken as an initial step in reconstructing the Holocene history of peat accumulation on this coast. Seven phasic communities of peat-forming vegetation are defined and mapped: (1) Rhizophora mangle mangrove swamp; (2) mixed back-mangrove swamp; (3) Raphia taedigera palm swamp; (4) mixed forest swamp; (5) Campnosperma panamensis forest swamp; (6) Sawgrass ± stunted forest swamp; (7) Myrica-Cyrilla bog-plain. Pollen extracted from surface peat samples and collected from dominant vegetation, at representative sites, is used to prepare a pollen profile of each phasic community. These profiles are then compared to pollen distribution in 2 peat cores, one from the deep central part of the deposit and the second from a site near the marine margin, in order to construct a history, by floral succession, of the 4000 year evolution of the deposit. The Changuinola mire originated as freshwater palm and hardwood forest swamps that developed in close proximity to both the Changuinola River mouth, probably behind a barrier bar and freshwater lagoon system adjacent to a low energy, mangrove-dominated bay. The early swamp was likely drained to the southeast by brackish blackwater creeks much as it is today, and formerly extended considerably farther in the direction of Almirante Bay. The palm swamp was succeeded by hardwood forest swamp dominated by a very limited number of specialized species, only one of which (Campnosperma panamensis) is prone to forming monospecific stands. Increasing accumulation of woody peat promoted by the everwet climate impeded drainage of the mire, leading to doming, increased oligotrophy, and establishment of bog-plain conditions in a manner similar to that described by the Anderson model of succession in the coastal swamps of Malaysia and Indonesia. Development of the Changuinola mire did not require the initial mangrove phase which is common to the peat swamps of southeast Asia, as the palm Raphia taedigera is able to colonise and institute peat accumulation in a variety of freshwater and brackish environments."	128	43922	301-338	No	Phillips1997_143	English	Panama	Bocas del Toro	9.333333	-82.333333	Peat Sediment Core	Pollen	Vegetation	Forests;Water	Acetolysis + wet sieving >0.25um	%	No		4							Peat	-2060	1950	Neither	Not Reported	Not Reported	Not Reported		Depth	No	3067	3067	960	97	423	3112	1	Mesoamerican Gulf-Caribbean mangroves	Mangroves
