Study ID	Citation	Year published	Year conducted (final year)	Scope	Location name	Country	"LatDD,LonDD"	Woodfuel assessed	Comparator	Comparator (specify)	Forest type  	Specific ecosystem type (author defined)	Natural/planted	"If natural forest, existing forest condition"	Forest size (include units)	Primary source of woodfuel used for domestic consumption	Primary source of woodfuel used for commercial purposes	Activity assessed	List if multiple  activities	Presence of woodfuel policy change	"Presence of alternative technologies i.e.  kilns and
cookstoves"	Short description of policy change and/or alt. technologies OR relevant policy changes known to you that are not mentioned in the paper (please add ** if it is your info and not from the paper)	Target of policy and/or alternative technologies 	"If multiple targets, specify using the same terminology under column W"	"Time elapsed since policy change, introduction of alternative technologies, or initiation of wood energy activity (years)"	Enforcement of rules governing woodfuel activities 	"Presence of other regulations on trade, energy, or environment"	Short description of other regulations on trade/ energy/ environment	"Tenure Regime type"	Tenure - Mixed (specify)	"Tenure - Formal protected area? (i.e. national park, biosphere reserve, etc.)"	Population density (pp/km2 or pp/ha)	"Recent population change in study area, including migration"	Poverty /food insecurity of majority (>50%)	Main source of income for majority (>50%) of population	"Distance to nearest market /urban center (if within urban area, select <10km)"	"Demand for woodfuel 
(local and external)"	Purpose of woodfuel use	"Other contributing factors affecting reported outcomes (i.e. agricultural expansion, livestock grazing, gender-based differences etc.)"	Study outcomes	Source of socioeconomic data	Source of socioeconomic data (specify methods)	Income	Employment	Assets	Equity	Costs	Profit	Other indicators used	Source of health data	Source of health data (specify methods)	Indoor pollution	Ilness	Other  health indicators used	Source of environmental data	Source of environmental data (specify methods)	"Forest cover (natural or planted), including above-ground biomass"	"Forest condition, including forest structure"	Biodiversity	C stocks	GHG emissions	Soil quality	Water quality
165	"da Costa JL, Navarro A, Neves JB, Martin M. Household wood and charcoal smoke increases risk of otitis media in childhood in Maputo. International Journal of Epidemiology 2004; 33: 573-578."	2004	NR	Village/city	Maputo	Mozambique	"-25.8960874,32.540644"	both	None (single case study)	Cases gathered from among children visiting the Central Hospital of Maputo with otitis media have been compared to controls  recruited in the same village as the cases	NR	NR	NR	NR	NR	NR	NR	consumption		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	NR	NR	below poverty line / food insecure	agriculture / livestock	NR	NR	mostly domestic use		health	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	Direct at the hospital and surveys implemented by nurses for the controls in the place of origine	Mixed	Increase/More than comparator	Increase of the illness due to housing density and other factors	NR	NR	NR	NR	NR	NR	NR	NR	NR
59	"Avohou TH, Houehounha R, Glele-Kakai R, Assogbadjo AE, Sinsin B. Firewood yield and profitability of a traditional Daniellia oliveri short-rotation coppice on fallow lands in Benin. Biomass and Bioenergy 2011; 35: 562–571"	2010	2006	Province/region	sudano-guinean transition zone of Benin	Benin	"7.066672,1.9324905"	firewood	Control-Impact	non-weed control of short rotation coppice systems	Mixed	"woodlands, tree and shrub savannas"	Natural	NR	NR	Living trees 	Living trees 	multiple or other (specify)	"tree growing, tree natural management"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	10-30 km	high external	domestic and commercial use	NR	multiple	multiple (specify)	market survey and cost benefit analysis	NR	NR	NR	NR	Mixed	Mixed	NR	NR	NR	NR	NR	NR	multiple (specify)	"destructive and non destructive measurments, alometric equation"	Decrease/Less than comparator	NR	NR	NR	NR	NR	NR
59	"Avohou TH, Houehounha R, Glele-Kakai R, Assogbadjo AE, Sinsin B. Firewood yield and profitability of a traditional Daniellia oliveri short-rotation coppice on fallow lands in Benin. Biomass and Bioenergy 2011; 35: 562–571"	2010	2006	Province/region	sudano-guinean transition zone of Benin	Benin	"6.966672,2.164478"	firewood	Control-Impact	non-weed control of short rotation coppice systems	Mixed	"woodlands, tree and shrub savannas"	Natural	NR	NR	Living trees 	Living trees 	multiple or other (specify)	"tree growing, tree natural management"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	10-30 km	high external	domestic and commercial use	NR	multiple	multiple (specify)	market survey and cost benefit analysis	NR	NR	NR	NR	Mixed	Mixed	NR	NR	NR	NR	NR	NR	multiple (specify)	"destructive and non destructive measurments, alometric equation"	Decrease/Less than comparator	NR	NR	NR	NR	NR	NR
167	"Dainou K, Vermeulen C, Doucet JL. Wood consumption In Benin's Western Humid Zone Complex: Local needs and management of woodland formations. Bois et Forets des Tropiques 2008; 298: 13-24"	2008	2002	Province/region	western humid zone complex of southern Benin	Benin	"6.34948,2.1838975"	firewood	Multiple case studies	Mangrove vs Drylands	Mixed	mangrove swamp and woodland in dry land	Natural	mostly degraded	47 500 ha	NR	NR	multiple or other (specify)	Woodfuel building wood and timber consumption	NR	NR	NR	NR	NR	NR	present	environmental	Regulation of mangrove trees cutting by customary authorities in two villages			No	359 inhabitants/km2	NR	NR	mixed	NR	high local	mostly domestic use	Salt production	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	Measurement of woodfuel consumption as well as 	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
169	"Dalvie MA, Africa A, Naidoo S. Relationship between firewood usage and urinary Cr, Cu and As in informal areas of Cape Town.  South African Medical Journal 2014; 104:61-4."	2014	NR	Village/city	2 informal settlements of Cape Town	South Africa	"-33.914651,18.3758839"	firewood	Multiple case studies	2 populations using wood are studied: the food vendors and the household residents	NR	NR	NR	NR	NR	NR	NR	multiple or other (specify)	informal catering activities + household consumption	NR	NR	NR	NR	NR	> 15 years	NR	NR	NR	NR		No	NR	NR	NR	NR	NR	NR	domestic and commercial use	Wood treatment	health	NR	NR	NR	NR	NR	NR	NR	NR		multiple (specify)	"Exposure assessment  based on short questionnaire and urinary levels of As, Cr and Cu"	NR	Increase/More than comparator		NR		NR	NR	NR	NR	NR	NR	NR
173	"Delwaulle JC, Roederer Y. Firewood at Niamey. Bois et Forets des Tropiques 1973; 152: 55-60"	1973	NR	Province/region	Fuelwood supply catchment of Niamey	Niger	"13.5128499,2.0840132"	firewood	None (single case study)		Mixed	srubs and woodland	Natural	mostly degraded	NR	NR	Mix of deadwood and living trees	multiple or other (specify)	"Harvesting, processing, transportation, trading"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	NR	NR	NR	agriculture / livestock	> 60 km	high local	domestic and commercial use	Agricultural expansion and soil erosion	multiple	direct/proxy measurements	Calculation of the price that one person and one mean familiy in Niamey has to pay per year for fuelwood purchase	NR	NR	NR	NR	Mixed	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements		Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
175	"Desalu OO, Adekoya AO, Ampitan BA. Increased risk of respiratory symptoms and chronic bronchitis in women using biomass fuels in Nigeria. Jornal Brasileiro De Pneumologia 2010; 36: 441-6"	2010	2009	Province/region	"Ekiti State, southwestern Nigeria"	Nigeria	"7.7141196,5.2578716"	both	None (single case study)	"However, comparison between women using biomass fuels vs non biomass fuels"	NR	NR	NR	NR	NR	NR	NR	consumption		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	below poverty line / food insecure	NR	NR	high local	mostly domestic use		health	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	direct (spirometry) + surveys	NR	Increase/More than comparator		NR	NR	NR	NR	NR	NR	NR	NR	NR
178	"Dionisio KL, Rooney MS, Arku RE, Friedman AB, Hughes AF, Vallarino J, Agyei-Mensah S, Spengler JD, Ezzati M. Within-Neighborhood Patterns and Sources of Particle Pollution: Mobile Monitoring and Geographic Information System Analysis in Four Communities in Accra, Ghana. Environmental Health Perspectives 2010; 118: 607-13"	2010	2007	Village/city	Accra	Ghana	"5.5912931,-0.2147489"	both	None (single case study)	"However, 4 neighborhoods with different socioeconomic status have been studied for the within-neighborhood spatial patterns of PM2.5 and PM10 pollution and the effects of nearby sources on local pollution and compared"	NR	NR	NR	NR	NR	NR	NR	multiple or other (specify)	"Biomass use,transportation, road surface, and trash burning"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	NR	Increase/inward		NR	NR	high local	domestic and commercial use	"Transportation, trash burn"	health	NR	NR	NR	NR	NR	NR	NR	NR	NR	direct/proxy measurements	concentrations of PM2.5 and PM10 along the walking path	NR	NR	Variability of outdoor pollution	NR	NR	NR	NR	NR	NR	NR	NR	NR
179	"Dohoo C, VanLeeuwen J, Guernsey JR, Critchley K and Gibson M. Impact of biogas digesters on wood utilisation and self-reported back pain for women living on rural Kenyan smallholder dairy farms. Global Public Health 2013; 8: 221-35"	2013	2010	Province/region	rural central Kenya	Kenya	"-1.2875916,36.7622227"	firewood	Counterfactual	"Comparison between 31 biogas farms and 31 referent farms (comparison of wood consumption, money
spent on fuel and the time spent collecting wood: (1) between biogas digester and
non-biogas digester farms; (2) before and after the installation of the biogas digesters
on the biogas digester farms and (3) between warm and cool ambient temperature
conditions, to understand seasonal variation in these factors for farms with biogas
digesters"	NR	NR	NR	NR	NR	NR	NR	multiple or other (specify)	"Cooking and heating water needed to clean milk collection and storage
equipment"	NR	present	NR	multiple or other (specify)	"Decrease woodfuel reliance, household energy cost and back pain"	< 5 years	NR	NR	NR	NR		No	NR	NR	NR	NR	NR	high local	domestic and commercial use	Milk trade	multiple	direct/proxy measurements	total monetary expenditures on fuel	NR	NR	NR	NR	Mixed	NR	total time required to collect wood for fuel	respondent perceptions/recall	survey on self-perceived health and quality of life	Mixed	Mixed	back pain	direct/proxy measurements	Measures of cookhouse size (m3) and wood consumption (lbs/day)	NR	NR	NR	NR	NR	Mixed	NR
180	"Dovie DBK, Shackleton CM, Witkowski ETF. Direct-use values of woodland resources consumed and traded in a South African village. International Journal of Sustainable Development and World Ecology 2002; 9: 269-283"	2002	1999	Village/city	Thorndale village	South Africa	"-24.6483338,30.3272667"	firewood	None (single case study)		Woodlands	"savanna, wetlands and riverine areas"	NR	NR	15 km2	NR	NR	multiple or other (specify)	"Harvesting, processing, trading"	NR	NR	NR	NR	NR	NR	NR	NR	NR	Community		No	>300 people/km2 in the west and approximately 160 in the east	NR	NR	NR	NR	high local	domestic and commercial use		socioeconomic	respondent perceptions/recall	structured and semi-structured interviews	Neutral/No change	NR	NR	NR	NR	NR	"direct-use values per household per annum of woodland secondary resources (gross, labor, net)"			NR	NR	NR	respondent perceptions/recall	interviews	Decrease/Less than comparator	NR	NR	Decrease/Less than comparator	NR	NR	NR
181	"Dovie DBK, Witkowski ETF, Shackleton CM. The fuelwood crisis in southern Africa - Relating fuelwood use to livelihoods in a rural village. GeoJournal 2004; 60: 123-133"	2004	1999	Village/city	Thorndale village	South Africa	"-24.6483338,30.3272667"	firewood	None (single case study)		Woodlands		NR	NR	15 km2	NR	NR	consumption	"heating, cooking and lighting"	NR	NR	NR	NR	NR	NR	NR	NR	NR	Community		No	>300 people/km2 in the west and approximately 160 in the east				NR	high local	domestic and commercial use	"household size, value of livelihood incomes from formal and informal jobs, gender, time spent harvesting fuelwood"	socioeconomic	multiple (specify)	"Socio-anthropological status of the village was documented through household and key informant interviews, and participatory rural appraisal (PRA) in a focus group discussion. Linkage diagrams (a PRA tool) were used for listing various sources of livelihood incomes. Other livelihood sources (e.g., crops, livestock and other NTFPs) were evaluated. Data collection at the household level has been implemented through questionaries. Regression analysis was used to model consumption of fuelwood from various household profile variables."	Mixed	Mixed	NR		NR			NR	NR	NR	NR	NR	NR		Decrease/Less than comparator	NR	NR	NR	NR	NR	NR
183	Duplessis MA. The effects of fuelwood removal on the diversity of some cavity-using birds and mammals in South Africa. Biological Conservation 1995; 74:77-82	1995	1991	Province/region	eastern Cape Province	South Africa	"-32.6776556,28.3562542"	firewood	Multiple case studies	"Comparison between a ""utilized"" and a ""non-utilized"" site"	Woodlands	riverine forest	Natural	NR	More than 40 ha (2 * 20ha) of riverine forest 	Mix of deadwood and living trees	Living trees 	harvesting		NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	Communal and private	No	NR	Increase/inward	NR	NR	NR	low local	domestic and commercial use		environmental	NR	NR	NR	NR	NR	NR	NR	NR		NR	NR	NR	NR	NR	multiple (specify)	Direct observations + interviews	NR	NR	Decrease/Less than comparator	NR	NR	NR	NR
35	"Ainembabazi JH, Shively G, Angelsen A. Charcoal production and household welfare in Uganda: a quantile regression approach. Environment and Development Economics, 2013; 18: 537-558"	2013	2008	County/District/Dpt	"District of Masindi, Nakasongola and Hoima"	Uganda	"1.3118269,32.1169871"	charcoal	Counterfactual	charcoal producing households vs non-charcoal producing household	Forests	a large proportion of each district is covered by state-owned natural forests and forest reserves	Natural	NR	NR	NR	NR	trade/marketing		NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	State land forest and forest reserves	NR	NR	NR	NR	agriculture / livestock	NR	high external	NR	NR	socioeconomic	respondent perceptions/recall	Interviews households and use of equations	Increase/More than comparator	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
35	"Ainembabazi JH, Shively G, Angelsen A. Charcoal production and household welfare in Uganda: a quantile regression approach. Environment and Development Economics, 2013; 18: 537-558"	2013	2008	County/District/Dpt	"District of Masindi, Nakasongola and Hoima"	Uganda	"1.4322576,31.3426209"	charcoal	Counterfactual	charcoal producing households vs non-charcoal producing household	Forests	a large proportion of each district is covered by state-owned natural forests and forest reserves	Natural	NR	NR	NR	NR	trade/marketing		NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	State land forest and forest reserves	NR	NR	NR	NR	agriculture / livestock	NR	high external	NR	NR	socioeconomic	respondent perceptions/recall	Interviews households and use of equations	Increase/More than comparator	NR	Decrease/Less than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
186	"Egeru AS. Rural households' fuelwood demand determinants In dryland areas of eastern Uganda, Energy Sources Part B. Economics Planning and Policy 2014; 9: doi.org/10.1080/15567241003716688 "	2014	2008	County/District/Dpt	Soroti District	Uganda	"1.7223622,33.5990237"	both	None (single case study)		Woodlands	drylands	Natural	NR	NR	NR	NR	consumption	cooking and preserving food	NR	NR	NR	NR	NR	NR	NR	NR	NR	Open access		No	NR	NR	NR	NR	NR	high local	mostly domestic use		socioeconomic	multiple (specify)	household survey + weighing of bundles + building of an opportunity cost of collecting fuelwood	NR	NR	NR	NR	Increase/More than comparator	NR	Price elasticity according to different variables	NR	NR	NR	NR	NR	NR		NR	NR	NR	NR	NR	NR	NR
187	"Ekeh O, Fangmeier A, Mueller J. Quantifying greenhouse gases from the production, transportation and utilization of charcoal in developing countries: a case study of Kampala, Uganda. International Journal of Life Cycle Assessment 2014; 19: 1643–1652"	2014	NR	Village/city	Kampala and charcoal gathering catchment	Uganda	"0.3132008,32.5290856"	charcoal	Multiple case studies	Comparison between 4 coupled scenarios modelled to account for differences in the quantity of greenhouse gases emitted	NR	NR	NR	NR	NR	NR	NR	multiple or other (specify)	"production, transportation and utilization"	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	domestic and commercial use		environmental	NR	NR	NR	NR	NR	NR	NR	NR		NR	NR	NR	NR	NR	multiple (specify)	Life-cycle assessment obtained via literature review and onsite measurements	NR	NR	NR	NR	Mixed	NR	NR
190	"Eldirdiri FE, Adam YO. Can fuel switching from wood to liquefied petroleum gas reduce the deforestation in Sudan? Research Journal of Forestry 2010; 4: 194-201"	2010	2007	Village/city	Two rural areas of the Gezira State in Central Sudan	Sudan/South Sudan	"14.30, 33.30"	both	Time series	2 rural areas: Alshikayray and Fadasi and 2 dates for comparison	Mixed	Forest and savanna	NR	NR	NR	NR	NR	consumption		present	present	Introduction by the Forest National Corporation of the promotion of LPG schemes and improves woodfuel-stoves	consumption		NR	NR	NR	NR	NR	NR	NR	136/km2	NR	NR	NR	NR	NR	mostly domestic use	NR	multiple	multiple (specify)	Household surveys (questionaries and focus group discussion) + literature reviewing	NR	NR	NR	NR	NR	NR	Decrease in woodfuel consumption and increase of LPG consumption in between 1998 and 2007	NR	NR	NR	NR	NR	NR		Decrease/Less than comparator	NR	NR	NR	NR	Decrease/Less than comparator	NR
194	"Ellegard A. Cooking fuel smoke and respiratory symptoms among women in low-income areas in Maputo, Environmental Health Perspectives 1996; 104: 980–985"	1996	1992	Village/city	Maputo	Mozambique	"-25.8960874,32.540644"	both	None (single case study)	The association between exposure to air pollution from cooking fuels and health aspects were studied in Moputo.	NR	NR	NR	NR	NR	NR	NR	consumption		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR		NR	NR	NR	NR	NR	< 10 km	high local	mostly domestic use		health	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	Surveys and direct monitoring of polution	Increase/More than comparator	Mixed	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
